body,total_user_messages,story,chat_link,created_at,stop_logic_data,message_type_text,full_name,last_nodes
i want to search for a location{task},2,No Story,https://api.haptikapi.com//user_info/4055256/#id_16299326_3,2018-01-25T04:29Z,,regular,Abdul kadir,[u'No Nodes']
Indian Overseas Bank,2,No Story,https://api.haptikapi.com//user_info/4263575/#id_16733571_3,2018-01-25T04:29Z,True_no_nodes,regular,Achad uddin,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3810122/#id_15611801_4,2018-01-25T04:29Z,False_continue,app_location,Chandu saiteja,[u'NEARBY_ATM']
Ohh so long,5,No Story,https://api.haptikapi.com//user_info/3806434/#id_15602285_5,2018-01-25T04:19Z,True_no_nodes,regular,Vruti Patel,[u'No Nodes']
Snjivni hospital adrees in solapur,8,No Story,https://api.haptikapi.com//user_info/2846452/#id_12530037_8,2018-01-25T04:18Z,True_no_nodes,regular,santosh ramgude,[u'No Nodes']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4263575/#id_16733571_4,2018-01-25T04:30Z,False_continue,regular,Achad uddin,[u'NEARBY_TASK']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4264539/#id_16733714_2,2018-01-25T04:30Z,False_continue,regular,Aman saraswat,[u'NEARBY_TASK']
Yes,3,No Story,https://api.haptikapi.com//user_info/4264539/#id_16733714_2,2018-01-25T04:28Z,True_no_nodes,regular,Aman saraswat,[u'No Nodes']
"More
Nearby: Gym",3,Nearby Gym,https://api.haptikapi.com//user_info/4264539/#id_16733714_2,2018-01-25T04:30Z,False_continue,auto_form_reply,Aman saraswat,[u'NEARBY_GYM']
"Hey, can you find me the nearest petrol pump?{task}",1,Nearby Gas,https://api.haptikapi.com//user_info/3935872/#id_16035886_1,2018-01-25T04:19Z,False_continue,regular,SRINIVAS A,[u'NEARBY_GAS']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4264051/#id_16732551_1,2018-01-25T04:19Z,False_continue,regular,Mahinder Kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3369231/#id_16734148_1,2018-01-25T04:30Z,False_continue,regular,Bhuneswar YADAV,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4264527/#id_16734216_1,2018-01-25T04:31Z,False_continue,app_location,prabhdeep singh,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",5,Nearby Atm Details,https://api.haptikapi.com//user_info/4265032/#id_16734136_1,2018-01-25T04:31Z,False_continue,app_location,Ankit Singh,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4264964/#id_16734177_1,2018-01-25T04:31Z,False_continue,app_location,Yogesh Shegokar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4091309/#id_16733615_4,2018-01-25T04:31Z,False_continue,regular,kunal kumar,[u'NEARBY_ATM']
"Hey, can you fine me the nearest medical store?{task} ",3,Nearby Pharmacy,https://api.haptikapi.com//user_info/4193955/#id_16734131_2,2018-01-25T04:32Z,False_continue,carousel_message,Dinesh Dinesh ratho,[u'NEARBY_PHARMACY']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265063/#id_16734247_1,2018-01-25T04:32Z,False_continue,regular,Vishnu Vardhan,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265159/#id_16734268_1,2018-01-25T04:32Z,False_continue,regular,MOHAMMED BASIM,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4265050/#id_16734239_1,2018-01-25T04:32Z,False_continue,app_location,kaoshal dubey,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4265050/#id_16734239_1,2018-01-25T04:31Z,False_continue,regular,kaoshal dubey,[u'NEARBY_ATM']
Hey can you find me the nearest ATM?{task} ,2,Nearby Atm Details,https://api.haptikapi.com//user_info/3827562/#id_15775880_6,2018-01-25T04:32Z,False_continue,carousel_message,liki liki,[u'NEARBY_ATM']
Wer r  u frm,4,Nearby Atm Details,https://api.haptikapi.com//user_info/4265201/#id_16734314_1,2018-01-25T04:33Z,True_nothing_changed,regular,Roopesh vadakkini,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4265232/#id_16734439_1,2018-01-25T04:34Z,False_continue,app_location,varun matali,[u'NEARBY_BEAUTY_SALON']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4264771/#id_16734406_1,2018-01-25T04:34Z,False_continue,app_location,ramesh kaswan,[u'NEARBY_GAS']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/3397775/#id_14117812_1,2018-01-25T04:33Z,False_continue,regular,Anil Yadav,[u'NEARBY_GAS']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4265050/#id_16734239_2,2018-01-25T04:34Z,False_continue,regular,kaoshal dubey,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4265375/#id_16734467_1,2018-01-25T04:34Z,False_continue,app_location,Surendra Mestri,[u'NEARBY_GAS']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4166239/#id_16536600_2,2018-01-25T04:24Z,False_continue,regular,Dayaram Banarase,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",4,Nearby Railway Stations,https://api.haptikapi.com//user_info/4227881/#id_16645354_2,2018-01-25T04:26Z,False_reply_without_graphflow,app_location,Abhay Singh,[u'NEARBY_RAILWAY']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265017/#id_16734500_1,2018-01-25T04:34Z,False_continue,regular,kunjalal singha,[u'NEARBY_ATM']
{emoticon}{thumbsup},1,No Story,https://api.haptikapi.com//user_info/3892212/#id_15923572_2,2018-01-25T04:23Z,True_Casual_no_nodes,regular,Najeeb malik,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4264344/#id_16733058_1,2018-01-25T04:24Z,False_continue,regular,Rajesh Kumar,[u'NEARBY_ATM']
{emoticon}{thumbsup},1,No Story,https://api.haptikapi.com//user_info/4263738/#id_16732292_2,2018-01-25T04:24Z,True_Casual_no_nodes,regular,Gaudham Swr,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4015050/#id_16733401_1,2018-01-25T04:26Z,False_continue,regular,shishir,[u'NEARBY_ATM']
"Hi, I am interested in Weight Loss Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4264448/#id_16733454_1,2018-01-25T04:26Z,False_continue,regular,RAGHUNATH PANDA,[u'WEIGHT_LOSS_OFFERS_VLCC']
"Hi, I am interested in Weight Loss Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4263957/#id_16733494_1,2018-01-25T04:27Z,False_continue,regular,pallavi motiyani,[u'WEIGHT_LOSS_OFFERS_VLCC']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4265488/#id_16734544_1,2018-01-25T04:35Z,False_continue,regular,Jon Deka,[u'NEARBY_GAS']
Yes,3,No Story,https://api.haptikapi.com//user_info/4264548/#id_16733312_2,2018-01-25T04:26Z,True_no_nodes,regular,Talib Hussain,[u'No Nodes']
"Hi, I am interested in Weight Loss Offers{task}",3,OFFERS,https://api.haptikapi.com//user_info/4053786/#id_16733349_1,2018-01-25T04:25Z,False_continue,regular,shankar R,[u'WEIGHT_LOSS_OFFERS_VLCC']
Hey can you find me the nearest Bus Stop?{task} ,15,Nearby Bus Stops,https://api.haptikapi.com//user_info/3572855/#id_14710435_1,2018-01-25T04:35Z,False_continue,carousel_message,Rajat Mehta,[u'NEARBY_BUS_STOP']
"Hey, can you find me the nearest ATM?{task} ",15,Nearby Atm Details,https://api.haptikapi.com//user_info/3572855/#id_14710435_1,2018-01-25T04:35Z,False_continue,carousel_message,Rajat Mehta,[u'NEARBY_ATM']
"Hey, can you find me the nearest petrol pump?{task}",15,Nearby Gas,https://api.haptikapi.com//user_info/3572855/#id_14710435_1,2018-01-25T04:35Z,False_continue,regular,Rajat Mehta,[u'NEARBY_GAS']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4018976/#id_16221753_3,2018-01-25T04:35Z,False_continue,regular,Neetesh Doorwal,[u'NEARBY_GAS']
Kya h,5,Nearby Gas,https://api.haptikapi.com//user_info/4265416/#id_16734496_1,2018-01-25T04:35Z,True_no_nodes,regular,ravish kumar,[u'NEARBY_GAS']
What happened?,3,Nearby Atm Details,https://api.haptikapi.com//user_info/4265044/#id_16734632_1,2018-01-25T04:36Z,True_no_nodes,regular,Mohammed Arshad,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task} ",5,Nearby Atm Details,https://api.haptikapi.com//user_info/2638964/#id_12039177_13,2018-01-25T04:35Z,False_continue,carousel_message,moshin patel,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Railway Stations,https://api.haptikapi.com//user_info/4265678/#id_16734694_1,2018-01-25T04:37Z,False_continue,app_location,manas mohapatra,[u'NEARBY_RAILWAY']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Railway Stations,https://api.haptikapi.com//user_info/4264044/#id_16734666_1,2018-01-25T04:37Z,False_continue,app_location,Banty Satnami,[u'NEARBY_RAILWAY']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4191043/#id_16734645_1,2018-01-25T04:36Z,False_continue,app_location,hasbul Hussain,[u'NEARBY_ATM']
"Hey, can you find me the nearest petrol pump?{task}",3,Nearby Gas,https://api.haptikapi.com//user_info/4249039/#id_16734651_1,2018-01-25T04:37Z,False_continue,regular,neil shah,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4249039/#id_16734651_1,2018-01-25T04:37Z,False_continue,app_location,neil shah,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265708/#id_16734717_1,2018-01-25T04:37Z,False_continue,app_location,anupriya pathak jain,[u'NEARBY_ATM']
{emoticon}{thumbsup},5,Nearby Atm Details,https://api.haptikapi.com//user_info/4265744/#id_16734758_1,2018-01-25T04:38Z,True_Casual_nothing_changed,regular,Satender Dhama,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task} ",5,Nearby Atm Details,https://api.haptikapi.com//user_info/4265744/#id_16734758_1,2018-01-25T04:38Z,False_continue,carousel_message,Satender Dhama,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",5,Nearby Atm Details,https://api.haptikapi.com//user_info/4265744/#id_16734758_1,2018-01-25T04:38Z,True_nothing_changed,app_location,Satender Dhama,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",5,Nearby Atm Details,https://api.haptikapi.com//user_info/4265744/#id_16734758_1,2018-01-25T04:38Z,False_continue,regular,Satender Dhama,[u'NEARBY_ATM']
Tell me more,14,Life and investment products,https://api.haptikapi.com//user_info/4263575/#id_16733571_6,2018-01-25T04:35Z,False_continue,regular,Achad uddin,[u'GET_TOUCH']
I don’t earn currently,14,Life and investment products,https://api.haptikapi.com//user_info/4263575/#id_16733571_6,2018-01-25T04:38Z,False_continue,regular,Achad uddin,[u'ET_CONFIRMATION']
Check term insurance plans {task},14,Life and investment products,https://api.haptikapi.com//user_info/4263575/#id_16733571_6,2018-01-25T04:35Z,False_continue,carousel_message,Achad uddin,[u'TERM_PRODUCTS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3823833/#id_15657568_2,2018-01-25T04:38Z,False_continue,app_location,Harish Kumar,[u'NEARBY_ATM']
What did the king do?,14,Savings Story,https://api.haptikapi.com//user_info/4263575/#id_16733571_6,2018-01-25T04:33Z,False_continue,regular,Achad uddin,[u'STEP_FIVE']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4167861/#id_16734808_2,2018-01-25T04:38Z,False_continue,regular,halleys marak,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",4,Nearby Atm Details,https://api.haptikapi.com//user_info/4230588/#id_16734916_1,2018-01-25T04:39Z,False_continue,regular,Arun shaw,[u'NEARBY_ATM']
"Hey, can you find me the nearest medical store?{task}",1,Nearby Pharmacy,https://api.haptikapi.com//user_info/4265663/#id_16734939_1,2018-01-25T04:39Z,False_continue,regular,mrityunjay singh,[u'NEARBY_PHARMACY']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Beauty Salon,https://api.haptikapi.com//user_info/3765655/#id_15462043_6,2018-01-25T04:40Z,False_continue,app_location,Daulat khan,[u'NEARBY_BEAUTY_SALON']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",8,Nearby Gas,https://api.haptikapi.com//user_info/4162838/#id_16734891_1,2018-01-25T04:39Z,True_no_nodes,app_location,rahul bodkhe,[u'NEARBY_GAS']
"Hey, can you find me the nearest petrol pump?{task}",8,Nearby Gas,https://api.haptikapi.com//user_info/4162838/#id_16734891_1,2018-01-25T04:39Z,False_continue,regular,rahul bodkhe,[u'NEARBY_GAS']
Fast,3,Nearby Atm Details,https://api.haptikapi.com//user_info/4265882/#id_16734928_1,2018-01-25T04:40Z,True_no_nodes,regular,k.gowtham kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest petrol pump?{task} ",2,Nearby Gas,https://api.haptikapi.com//user_info/3823833/#id_15657568_3,2018-01-25T04:39Z,False_continue,carousel_message,Harish Kumar,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3974715/#id_16120955_1,2018-01-25T04:39Z,False_continue,app_location,Shiv kumar,[u'NEARBY_ATM']
{emoticon}{thumbsup},3,Nearby Atm Details,https://api.haptikapi.com//user_info/3974715/#id_16120955_1,2018-01-25T04:40Z,True_Casual_nothing_changed,regular,Shiv kumar,[u'NEARBY_ATM']
G.m,1,No Story,https://api.haptikapi.com//user_info/3833394/#id_15707153_11,2018-01-25T04:29Z,True_no_nodes,regular,Abhishek,[u'No Nodes']
Coffee,4,OFFERS,https://api.haptikapi.com//user_info/4264439/#id_16733431_1,2018-01-25T04:29Z,True_nothing_changed,regular,vinod achar,[u'WEIGHT_LOSS_OFFERS_VLCC']
Yes,3,Nearby Atm Details,https://api.haptikapi.com//user_info/4264774/#id_16733563_1,2018-01-25T04:28Z,True_nothing_changed,regular,narayan parthak,[u'NEARBY_ATM']
"More options{attempt: 3, api_name: nearby_api , places_type: Medical Store}",1,Nearby General Task,https://api.haptikapi.com//user_info/4265663/#id_16734939_3,2018-01-25T04:40Z,False_continue,regular,mrityunjay singh,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265928/#id_16735088_1,2018-01-25T04:40Z,False_continue,app_location,SREEKANTN SREEKANTN,[u'NEARBY_ATM']
{emoticon}{thumbsup},1,No Story,https://api.haptikapi.com//user_info/4055256/#id_16299326_5,2018-01-25T04:31Z,True_Casual_no_nodes,regular,Abdul kadir,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/3490848/#id_14418924_1,2018-01-25T04:32Z,False_continue,regular,syed hidayathulla.shafi,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby General Task,https://api.haptikapi.com//user_info/4265916/#id_16735068_1,2018-01-25T04:40Z,False_continue,app_location,anil sharma,[u'NEARBY_TASK']
{emoticon}{thumbsup},1,No Story,https://api.haptikapi.com//user_info/4264068/#id_16733172_3,2018-01-25T04:30Z,True_Casual_no_nodes,regular,sanju kushawaha,[u'No Nodes']
"Hey, can you find me the nearest petrol pump?{task}",3,Nearby Gas,https://api.haptikapi.com//user_info/3956385/#id_16080295_1,2018-01-25T04:40Z,False_continue,regular,siva k,[u'NEARBY_GAS']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4264447/#id_16734139_1,2018-01-25T04:30Z,False_continue,regular,mrutyunjaya behera,[u'NEARBY_ATM']
Rent house 1bhk,4,No Story,https://api.haptikapi.com//user_info/4264453/#id_16733089_5,2018-01-25T04:27Z,True_no_nodes,regular,mohammed umar,[u'No Nodes']
Hy,3,No Story,https://api.haptikapi.com//user_info/4264769/#id_16733545_2,2018-01-25T04:30Z,True_Casual_no_nodes,regular,Ramkrishn patel,[u'No Nodes']
Reprt an issue,3,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4264769/#id_16733545_2,2018-01-25T04:31Z,False_continue,regular,Ramkrishn patel,[u'NEARBY_COMPLAINT']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4265856/#id_16734945_2,2018-01-25T04:41Z,False_continue,regular,Tariq Ahmad,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266021/#id_16735207_1,2018-01-25T04:41Z,False_continue,app_location,ankush kumar,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4264321/#id_16735160_1,2018-01-25T04:41Z,False_continue,app_location,armaan khan,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4265893/#id_16735225_1,2018-01-25T04:41Z,False_continue,app_location,mohd Usman,[u'NEARBY_GAS']
{emoticon}{thumbsup},2,No Story,https://api.haptikapi.com//user_info/4265069/#id_16734184_1,2018-01-25T04:31Z,True_Casual_no_nodes,regular,shashi kumar,[u'No Nodes']
Sweet,2,No Story,https://api.haptikapi.com//user_info/4265069/#id_16734184_1,2018-01-25T04:31Z,True_Smalltalk_no_nodes,regular,shashi kumar,[u'No Nodes']
Thank you,1,No Story,https://api.haptikapi.com//user_info/4265032/#id_16734136_2,2018-01-25T04:32Z,True_Casual_no_nodes,regular,Ankit Singh,[u'No Nodes']
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/3974715/#id_16120955_2,2018-01-25T04:41Z,False_continue,regular,Shiv kumar,[u'NEARBY_TASK']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4264912/#id_16734143_1,2018-01-25T04:30Z,,regular,bagasiram,[u'No Nodes']
i want to search for a location{task},4,Nearby General Task,https://api.haptikapi.com//user_info/4266061/#id_16735258_1,2018-01-25T04:41Z,False_continue,regular,Aman Gupta,[u'NEARBY_TASK']
i want to search for a location{task},4,Nearby General Task,https://api.haptikapi.com//user_info/2652000/#id_12172574_8,2018-01-25T04:41Z,False_continue,regular,Imran khan,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Bank,https://api.haptikapi.com//user_info/2652000/#id_12172574_8,2018-01-25T04:41Z,False_continue,app_location,Imran khan,[u'NEARBY_BANK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265238/#id_16735381_1,2018-01-25T04:42Z,False_continue,app_location,Parvez khan,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4260399/#id_16726008_3,2018-01-25T04:42Z,False_continue,regular,manoj kumar choudhary,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265318/#id_16735247_1,2018-01-25T04:41Z,False_continue,regular,R K Arora,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266069/#id_16735260_1,2018-01-25T04:41Z,False_continue,regular,Sunil Sau,[u'NEARBY_ATM']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/3510450/#id_14488525_4,2018-01-25T04:41Z,False_continue,regular,sai krishna,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4265839/#id_16735394_1,2018-01-25T04:42Z,False_continue,regular,javed ansari,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Gas,https://api.haptikapi.com//user_info/4156489/#id_16735315_1,2018-01-25T04:42Z,False_continue,app_location,Karanveer Singh,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Night Club,https://api.haptikapi.com//user_info/4263459/#id_16735216_1,2018-01-25T04:41Z,False_continue,app_location,Wilbur Gonsalves,[u'NEARBY_NIGHT_CLUB']
Nearest hotel,2,Nearby General Task,https://api.haptikapi.com//user_info/4264889/#id_16733845_2,2018-01-25T04:43Z,False_continue,regular,mayank pal,[u'NEARBY_TASK']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4266264/#id_16735523_1,2018-01-25T04:44Z,False_continue,regular,tanuj jain,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4194610/#id_16735483_1,2018-01-25T04:44Z,False_continue,app_location,Shreya Ambastha,[u'NEARBY_BEAUTY_SALON']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3364063/#id_14020696_4,2018-01-25T04:44Z,False_continue,regular,Talib Saifi,[u'NEARBY_ATM']
"More
Nearby: Bank",3,Nearby Bank,https://api.haptikapi.com//user_info/4194610/#id_16735483_2,2018-01-25T04:45Z,False_continue,auto_form_reply,Shreya Ambastha,[u'NEARBY_BANK']
"Hey, can you find me the nearest petrol pump?{task}",3,Nearby Gas,https://api.haptikapi.com//user_info/4266082/#id_16735299_1,2018-01-25T04:42Z,False_continue,regular,Amrita Singh,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Gas,https://api.haptikapi.com//user_info/4266082/#id_16735299_1,2018-01-25T04:42Z,False_continue,app_location,Amrita Singh,[u'NEARBY_GAS']
i want to search for a location{task},3,No Story,https://api.haptikapi.com//user_info/4266082/#id_16735299_1,2018-01-25T04:42Z,,regular,Amrita Singh,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4011478/#id_16198236_7,2018-01-25T04:35Z,False_continue,regular,rajinder kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4265266/#id_16734333_1,2018-01-25T04:33Z,False_continue,regular,Sachin Jadhav,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,OFFERS,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:12Z,False_reply_without_graphflow,app_location,srib test,[u'WEIGHT_LOSS_OFFERS_VLCC']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",4,Nearby Gas,https://api.haptikapi.com//user_info/4265161/#id_16734416_1,2018-01-25T04:34Z,False_reply_without_graphflow,app_location,Kattubadi ChinnaGopal,[u'NEARBY_GAS']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:29Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:26Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:19Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:27Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:29Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hi, I am interested in Weight Loss Offers{task}",37,OFFERS,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:11Z,False_continue,regular,srib test,[u'WEIGHT_LOSS_OFFERS_VLCC']
"Hey, can you find me the nearest ATM?{task} ",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:17Z,False_continue,carousel_message,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",37,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_12,2018-01-25T04:26Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
What is your mother  tongue,5,No Story,https://api.haptikapi.com//user_info/4264397/#id_16734191_2,2018-01-25T04:34Z,True_no_nodes,regular,Zinzuvadia Ramesh,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266325/#id_16735620_1,2018-01-25T04:45Z,False_continue,app_location,Rakesh Sahare,[u'NEARBY_ATM']
Thanks,1,No Story,https://api.haptikapi.com//user_info/4265201/#id_16734314_2,2018-01-25T04:34Z,True_Casual_no_nodes,regular,Roopesh vadakkini,[u'No Nodes']
Thanks,1,No Story,https://api.haptikapi.com//user_info/4264721/#id_16733524_2,2018-01-25T04:33Z,True_Casual_no_nodes,regular,satish kumar,[u'No Nodes']
